listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,subregion,region,country ,seller_type
186,8F45KAKB7U7833599,Honda,Amaze,2012,LT,Coupe,Hybrid,CVT,286578,1639,good,???, Aichi, Japan,Dealer
187,8BDCJYVA8B24X3196,Skoda,Slavia,2023,Sport,Coupe,Hybrid,Manual,23851,22280,good,Lake David, SA, Australia,Dealer
188,H9E8JJPC3X29N7411,Audi,A6,2016,Touring,Crossover,Diesel,Manual,137975,2357,salvage,Oliverbury, ENG, UK,Dealer
189,UENPMFUU9U5TB9842,Mahindra,Bolero,2014,LTZ,Coupe,Diesel,Manual,105064,2051,good,Cape Town, WC, South Africa,Private Party
190,URR1W40T1F4VZ3402,Toyota,RAV4,2018,Sport,Coupe,Petrol,Automatic,73555,8230,like new,East Williamland, QLD, Australia,Dealer
191,WHM7WZB00YFYE7959,Hyundai,Sonata,2014,XLE,Van,Diesel,Manual,99420,2991,good,Michaelstad, VIC, Australia,Private Party
192,EME4RLXH68NGJ1289,Mercedes-Benz,GLC,2021,Sport,Crossover,Diesel,Automatic,71462,21678,good,Panipat, RJ, India,Dealer
193,B071EEFY7U1Y46369,Skoda,Slavia,2020,SE,Hatchback,Petrol,CVT,92417,6778,good,GodardVille, CVL, France,Private Party
194,GHHFZV7G12FSV8196,Tesla,Model 3,2021,Sport,Coupe,Hybrid,Automatic,101760,20309,excellent,Herzberg, MV, Germany,Dealer
195,LK04GEMY0ZLDK5498,Tata,Altroz,2015,Platinum,SUV,Petrol,Automatic,76287,1907,salvage,Santos de Santos, MG, Brazil,Private Party
196,RZVR2SJE56EUH7195,Maruti,Baleno,2019,EX,Crossover,Petrol,Automatic,116252,5202,good,Fürstenwalde, MV, Germany,Dealer
197,1YDNK49Z26MAD4335,Nissan,Altima,2023,,Sedan,Petrol,Automatic,44071,17786,excellent,Raipur, KA, India,Dealer
198,G0RSLS0Y1KSWF5643,Chevrolet,Equinox,2012,,Crossover,Electric,Automatic,157897,1538,good,Port Marystad, MI, US,Dealer
199,YPUFHW192V6T02707,Ford,F-150,2018,SE,Hatchback,Petrol,Manual,75526,3710,fair,New Danielport, QLD, Australia,Certified Pre-Owned
200,07NKHF241W4F51897,Ford,Escape,2023,LTZ,Van,Petrol,Automatic,29273,11001,salvage,Wernerstad, GA, US,Certified Pre-Owned
201,BKWMF0SB3RJFW0683,Honda,CR-V,2018,Sport,SUV,Petrol,DCT,70436,8358,good,Jessicachester, NS, Canada,Private Party
202,GWKF8ZH145R5C1563,Mercedes-Benz,GLA,2024,LT,Crossover,Hybrid,Automatic,20572,46633,like new,????, Hokkaido, Japan,Private Party
203,S07LUPDV234G43406,Mercedes-Benz,GLA,2013,,Convertible,Diesel,Automatic,154066,2758,salvage,Erbisdorf, NW, Germany,Certified Pre-Owned
204,N3P3EDUL3KREK3436,Honda,Civic,2021,LT,Hatchback,Petrol,Automatic,46785,8954,good,Paulineville, NIR, UK,Private Party
205,0L6LPCJ008U9Z6748,Maruti,Dzire,2009,,Crossover,Petrol,Automatic,167087,1185,fair,Johannesburg, KZN, South Africa,Dealer
206,VZ3H2C2H5EJPW8848,Mahindra,Bolero,2017,Long Range,Pickup,Electric,Manual,45601,6275,good,Port Kelly, SCT, UK,Dealer
207,CPPWX2Y0XHAFU2112,Tata,Harrier,2009,SE,Sedan,Plug-in Hybrid,Automatic,191076,1317,good,Peixoto, CE, Brazil,Dealer
208,WGXBNNH45XX7M5554,Audi,Q5,2020,Touring,Hatchback,Petrol,Automatic,96640,11476,excellent,Rudolstadt, NI, Germany,Dealer
209,NZ1YRM9C0EGUK8220,Tata,Altroz,2014,LX,Van,Petrol,Manual,156521,1474,good,Dianafort, NL, Canada,Private Party
210,D04MXP6M06XEP6676,Skoda,Octavia,2020,XSE,Pickup,Petrol,Automatic,133760,9787,fair,Erkelenz, NW, Germany,Private Party
211,FWEN2N4XX34NR9952,Chevrolet,Silverado,2006,Performance,Van,Petrol,Manual,266556,1248,good,Texiernec, ARA, France,Private Party
212,G07KE1KN52MM59603,Maruti,Ertiga,2017,Long Range,Hatchback,Diesel,Automatic,72829,2233,fair,Port Joseph, SK, Canada,Private Party
213,0FX2S8WM4KR4Y9837,Mahindra,Scorpio,2020,Titanium,Sedan,Diesel,AMT,65524,6600,excellent,Fordstad, AZ, US,Private Party
214,AWSXB1AKXK23Z6624,Mercedes-Benz,GLC,2013,LT,Pickup,Petrol,Automatic,97621,5740,good,Jesus, SP, Brazil,Dealer
215,A6111KYV1S71D7764,Chevrolet,Malibu,2023,Premium,Hatchback,Petrol,Manual,30027,13579,good,?????, Osaka, Japan,Dealer
216,TBA5W64Y6XGDX3652,BMW,X5,2022,LT,Coupe,Petrol,Automatic,28059,30497,excellent,Cavalcante do Amparo, AM, Brazil,Dealer
217,W83F10FK6JPUD1971,Nissan,Rogue,2021,XLE,Coupe,Petrol,Automatic,29824,17368,excellent,Edwardside, ENG, UK,Private Party
218,F2YBJJVA93RU43601,Ford,Maverick,2021,LTZ,MPV,Petrol,Manual,61331,12923,good,Collin, CVL, France,Dealer
219,CWALZ7H71MX310615,Mahindra,Bolero,2025,XLE,Van,Plug-in Hybrid,Automatic,0,12791,salvage,???????, Osaka, Japan,Dealer
220,LYEFR6BJ982W46760,Tesla,Model Y,2013,LT,MPV,Electric,Automatic,176731,3644,excellent,Fouquet, CVL, France,Dealer
221,WH4JMHHLX39NM5341,Toyota,Tacoma,2025,LT,Van,Electric,Automatic,0,35415,good,Port Elizabeth, EC, South Africa,Dealer
222,T0SL84Y1330C72807,Tata,Altroz,2014,SE,Hatchback,Petrol,Manual,208016,1243,good,Zschopau, ST, Germany,Dealer
223,E0TBU9E96GA132228,Skoda,Slavia,2015,Touring,Sedan,Petrol,Manual,132682,3941,excellent,Dupuy, BFC, France,Private Party
224,GU2XBNJN964R49136,Tesla,Model Y,2018,Long Range,Coupe,Plug-in Hybrid,Automatic,67566,12115,fair,Benard, CVL, France,Private Party
225,7A59K1P79JXH06098,Mercedes-Benz,GLC,2011,Sport,Pickup,Electric,Manual,165045,2311,fair,Pretoria, LP, South Africa,Dealer
226,C7F1R8F2349RX5909,BMW,3 Series,2025,LE,Crossover,Petrol,Automatic,0,60567,like new,Bloemfontein, NW, South Africa,Private Party
227,MD3DXD596V51L7049,Nissan,Sentra,2013,,SUV,Diesel,Automatic,265001,2054,good,Nürtingen, SH, Germany,Dealer
228,PNJR5Z159CB3V0601,Tesla,Model Y,2021,SE,Hatchback,Diesel,Automatic,34220,8192,salvage,New Michelle, QC, Canada,Certified Pre-Owned
229,5ZDPRJM7641A00017,Skoda,Octavia,2015,XSE,Hatchback,Hybrid,CVT,116248,1750,good,Rocha de Minas, SP, Brazil,Dealer
230,03RCPVK63G5819590,Toyota,Innova,2021,XLE,Pickup,Petrol,Automatic,57563,16193,good,Bloemfontein, WC, South Africa,Dealer
231,X6F1C90GXF6MP1590,Nissan,Rogue,2005,Premium,Convertible,Hybrid,AMT,193681,1223,excellent,East Christopherfurt, AZ, US,Dealer
232,4GFRUHE686E1S8961,Toyota,Corolla,2023,LTZ,Crossover,Petrol,DCT,28261,20587,good,Ebern, HE, Germany,Dealer
233,DKSDKH014C7AZ2963,Volkswagen,Taigun,2016,LX,Pickup,Petrol,Automatic,145812,5007,fair,?????, Kyoto, Japan,Dealer
234,TUXU9Y7F9JKJU0466,Volkswagen,Tiguan,2018,LT,Sedan,Diesel,Automatic,98638,6487,excellent,????, Aichi, Japan,Private Party
235,BL9JEUX588T5F7411,BMW,X5,2009,Platinum,Sedan,Plug-in Hybrid,Automatic,216214,1291,fair,Nagaon, DL, India,Certified Pre-Owned
236,1WKEW9FB11JS93082,Tesla,Model 3,2024,,Hatchback,Petrol,Automatic,11402,30484,excellent,West Robert, VIC, Australia,Dealer
237,UMTBEMSP5MS3G9511,Mahindra,Bolero,2014,Trend,Pickup,Petrol,Manual,155283,1196,salvage,Port Cynthiafort, QLD, Australia,Certified Pre-Owned
238,WD9PS3MA6WAHB8263,Kia,Seltos,2013,Base,Van,CNG,Manual,107651,2698,new,Brito, RJ, Brazil,Dealer
239,713688CC7LRN14883,Ford,Escape,2018,Sport,Pickup,Electric,Automatic,73430,11395,good,Bremen, RP, Germany,Dealer
240,MN4278SP1FWN88658,Skoda,Kushaq,2015,L,SUV,Diesel,Manual,111289,3656,good,Cape Town, FS, South Africa,Dealer
241,N3NYB7X370B6J1819,Hyundai,i20,2016,Trend,MPV,Petrol,Automatic,146201,2115,fair,Harrisborough, VIC, Australia,Dealer
242,MEZXVYA12E91V4443,Kia,Sportage,2016,,SUV,Petrol,DCT,102737,4582,good,Grimesfurt, GA, US,Private Party
243,CRU91ZDV21NNL6697,Mahindra,Scorpio,2006,Performance,Sedan,Hybrid,Automatic,418428,1298,excellent,Gurgaon, TG, India,Dealer
244,T90JVBYD68LJC2125,Skoda,Octavia,2020,LE,Crossover,Petrol,Automatic,76321,8636,good,Pacheco do Amparo, SP, Brazil,Private Party
245,S8NDWYAG3CEZ76800,Mercedes-Benz,C-Class,2020,Titanium,MPV,Petrol,Automatic,83254,13712,like new,Jillmouth, SCT, UK,Dealer
246,16KWVNPK46F7L9542,Chevrolet,Equinox,2017,LTZ,Sedan,CNG,CVT,139129,4374,good,Kemnath, BW, Germany,Private Party
247,YXEAKPMT96X5K4404,Audi,A4,2020,EX,Coupe,Petrol,Automatic,57805,16392,good,East London, EC, South Africa,Dealer
248,ZWGMFMFV4NRBW0377,Audi,A6,2013,Premium,Convertible,Petrol,Automatic,144707,3477,good,Port Judith, ENG, UK,Dealer
249,TSDV37TD3H76Y9735,Audi,A4,2021,Long Range,SUV,Plug-in Hybrid,Automatic,47403,33671,excellent,Chartier, IDF, France,Certified Pre-Owned
250,A3ZZ9STT04FEP6795,Tesla,Model Y,2025,Performance,MPV,Electric,Manual,0,55768,excellent,Maryberg, QC, Canada,Certified Pre-Owned
251,ZVJ2FZZM3AMY75024,Mahindra,Scorpio,2023,Touring,SUV,Diesel,Automatic,32031,15594,good,Hopemouth, NIR, UK,Dealer
252,ZD5923X10AXDG2760,Hyundai,Creta,2021,,Crossover,Diesel,Automatic,67479,14802,excellent,Imphal, RJ, India,Dealer
253,2NL4T9MLXD75Z2462,Mahindra,Scorpio,2025,,Convertible,Petrol,Automatic,0,27308,good,West Jasonland, IL, US,Private Party
254,VT49N70694ZYA7676,Skoda,Slavia,2024,,Van,CNG,Manual,20369,20154,fair,Thibault-sur-Berger, IDF, France,Private Party
255,W1NMUFAMXTXU21495,Ford,F-150,2020,Sport,MPV,Electric,Automatic,62636,11981,excellent,North Jamesshire, BC, Canada,Dealer
256,PV13Y34106XGJ5290,Toyota,Corolla,2015,Sport,Coupe,Petrol,Automatic,116397,3554,excellent,Caldeira, PE, Brazil,Private Party
257,R39GLRN75EMEC7409,Volkswagen,Taigun,2013,Titanium,Sedan,Petrol,Automatic,97058,2109,good,Lake Richard, SCT, UK,Private Party
258,3EVRV47F3YEGV8400,Honda,Accord,2021,Base,Van,Hybrid,Manual,62158,11515,excellent,West David, VIC, Australia,Private Party
259,PPKXGEWY7CVTJ2748,Toyota,Fortuner,2019,SE,Coupe,Electric,Automatic,38879,6828,salvage,Port Kirkland, TX, US,Private Party
260,0WYB66CD8K3XS3733,Volkswagen,Tiguan,2020,LX,Hatchback,Petrol,Automatic,118244,5218,fair,Günzburg, SN, Germany,Private Party
261,83RU9NDJ8FUGP9528,Mahindra,XUV700,2007,Base,Pickup,CNG,CVT,392202,1191,excellent,???, Osaka, Japan,Certified Pre-Owned
262,2SSSYMG34FT249272,Volkswagen,Tiguan,2019,Base,Coupe,Diesel,Automatic,128756,7345,good,Sainte Alfred, PDL, France,Dealer
263,8J2EZNMN9VG8R9559,Maruti,Dzire,2012,Platinum,MPV,Hybrid,Automatic,261723,1191,new,Coimbatore, MH, India,Private Party
264,VSKNLVFC8TR3B4811,Mahindra,Scorpio,2020,XLE,MPV,Petrol,Automatic,125787,4703,fair,????, Kanagawa, Japan,Private Party
265,YC4XKDH31R97E6211,Ford,Explorer,2010,Titanium,Pickup,Petrol,Automatic,218671,1492,good,Durban, NW, South Africa,Private Party
266,8KK58362926KD3487,Hyundai,i20,2024,Premium,Crossover,Petrol,Automatic,8067,24817,good,Johannesburg, MP, South Africa,Private Party
267,574A7U6728XPJ8555,Mahindra,Scorpio,2009,L,Hatchback,Hybrid,Automatic,174523,1314,excellent,Teixeira das Flores, SP, Brazil,Private Party
268,5CU6VUP89LPGP9580,Volkswagen,Tiguan,2018,L,Coupe,Diesel,Automatic,63584,7497,good,Rocha do Sul, BA, Brazil,Private Party
269,BBXDD84H3VMUC3777,Tesla,Model Y,2012,EX,Coupe,Diesel,Manual,161978,2513,good,Andersonfurt, IL, US,Private Party
270,HL49PMJ05B9DP9403,Ford,F-150,2011,Platinum,Hatchback,Petrol,CVT,166441,1142,good,Port Elizabeth, LP, South Africa,Private Party
271,H716RJSZ471FJ7942,Skoda,Slavia,2015,LT,MPV,Hybrid,Automatic,114950,3053,excellent,East Zacharyshire, TAS, Australia,Private Party
272,ZVXNMG9J1S8HY6746,Mercedes-Benz,C-Class,2007,XSE,Crossover,Hybrid,Manual,165950,1232,salvage,Casa Grande, RJ, Brazil,Dealer
273,9ZG7HHU4X7HBE0706,Ford,Explorer,2015,LX,Van,CNG,Automatic,75503,4503,excellent,Rios, BA, Brazil,Certified Pre-Owned
274,0251TBJ48T2964331,Mahindra,Bolero,2013,,Convertible,Hybrid,Manual,183467,1992,good,Lopes, IDF, France,Private Party
275,8KRJELXW212PT6945,Maruti,Ertiga,2018,Limited,Van,Petrol,Automatic,186567,2513,fair,?????, Kanagawa, Japan,Private Party
276,S1A4WGSW610XU6742,Mahindra,Bolero,2014,,Van,Hybrid,Manual,288586,1311,good,??????, Aichi, Japan,Dealer
277,TVT18WDU99BDR4985,Volkswagen,Jetta,2016,L,Pickup,Hybrid,Automatic,92532,5995,excellent,Cochranshire, NB, Canada,Dealer
278,00LX1315XVVSW5818,Audi,A6,2018,Long Range,Van,Plug-in Hybrid,Automatic,107563,11373,good,Sainte Édith, HDF, France,Private Party
279,6UR4JG7G1GYCK3415,BMW,3 Series,2020,Long Range,SUV,Petrol,Automatic,77014,20858,good,Gaya, HR, India,Private Party
280,MV076N2X4YLFB1939,Nissan,Altima,2006,Touring,Hatchback,Petrol,Manual,340338,1224,like new,Dharmavaram, DL, India,Dealer
281,Z37XUS6E3XHEU4767,Kia,Sonet,2012,Sport,Van,Petrol,Manual,134861,1499,good,Lisatown, ENG, UK,Private Party
282,8ZY4873780BJN1370,Tata,Altroz,2012,Limited,MPV,Petrol,Automatic,212864,1261,excellent,New Adamport, ENG, UK,Private Party
283,LC0DZ99B2519G2688,Honda,Amaze,2007,LT,Sedan,Electric,Manual,102778,1159,like new,East Dianeside, TX, US,Dealer
284,8ZGYTLLU3H0UM0554,Honda,City,2020,Titanium,MPV,Petrol,Manual,79060,11652,excellent,Grimmen, RP, Germany,Dealer
285,J7MAYV4U17K5W6458,Ford,Explorer,2020,,SUV,Diesel,Automatic,56531,11634,,Porto, AM, Brazil,Dealer
286,SY525ERU2KKHR1031,Maruti,Ertiga,2012,L,Pickup,Petrol,Manual,136109,1179,fair,Port Elizabeth, FS, South Africa,Dealer
287,5BL2SWC6X6DPE3827,Tata,Harrier,2021,Long Range,Pickup,Petrol,Manual,62434,11167,good,West Brianna, TAS, Australia,Dealer
288,PRFRAZTN41RR55824,Hyundai,i20,2013,Base,SUV,Plug-in Hybrid,Manual,102697,2877,good,South Jeremy, CA, US,Dealer
289,BXPYX4BE6JV130859,Skoda,Octavia,2017,LTZ,Hatchback,Petrol,Automatic,141512,1852,salvage,Siliguri, GJ, India,Certified Pre-Owned
290,G3WLEABS562LZ5765,Audi,A4,2014,,Coupe,Petrol,CVT,165087,4948,good,Unnao, KA, India,Dealer
291,FLWJ03UH76KJ69770,Ford,Maverick,2014,Touring,Sedan,Plug-in Hybrid,Automatic,136145,2682,good,Ravensburg, RP, Germany,Private Party
292,C6V0GHK27117G9782,Maruti,Baleno,2012,Platinum,Van,Petrol,Manual,97582,1320,fair,Atkinsonberg, SK, Canada,Private Party
293,FJ89VRDK0MKSE9134,Audi,A6,2010,Long Range,Coupe,Petrol,Automatic,196809,1875,good,Lake Ashleystad, GA, US,Private Party
294,FZB8881U45DLB9695,Toyota,Innova,2013,XLE,Sedan,Petrol,CVT,306648,1466,good,Sasaram, TN, India,Dealer
295,LVBEKV800AUYD8894,Honda,Amaze,2019,EX,Pickup,Diesel,Automatic,63171,10164,fair,South Suzannehaven, SCT, UK,Dealer
296,RES4E1LE4P2PD4280,Nissan,Altima,2015,LT,Coupe,Petrol,DCT,95310,3004,fair,Billyborough, SCT, UK,Dealer
297,N0KPDEF30ZF1J4276,Volkswagen,Taigun,2024,XLE,Sedan,Petrol,Automatic,25100,21126,good,??????, Osaka, Japan,Dealer
298,6U3DRBFB8VF676898,Ford,F-150,2015,LX,MPV,Diesel,Manual,176963,1505,,Gopalpur, RJ, India,Dealer
299,2UUXP3WN0DTEU7429,Hyundai,Creta,2020,LX,Sedan,Petrol,Automatic,76153,6448,fair,West Laura, NB, Canada,Private Party
300,AX1JMWJK526GC3228,Mercedes-Benz,GLA,2012,,MPV,Petrol,Manual,203466,2068,good,Ruizport, MB, Canada,Dealer
301,1M68C0ZR6Y9H87584,BMW,5 Series,2011,LTZ,Sedan,Petrol,Automatic,102149,2732,excellent,Ferreira, PR, Brazil,Dealer
302,W2JGGRR5812JM1396,Audi,A4,2019,XSE,Hatchback,Diesel,Manual,93959,6987,good,Wattsshire, NL, Canada,Private Party
303,LZPNY7T87MJZ27854,Honda,Civic,2014,,MPV,Diesel,Automatic,114699,2129,good,Huntview, QC, Canada,Dealer
304,LBHNHRR20N59M0834,Volkswagen,Tiguan,2022,,Crossover,Petrol,Manual,66559,14660,good,??????, Kanagawa, Japan,Certified Pre-Owned
305,0FNJA8UM7D1XN0406,Tesla,Model 3,2008,,SUV,Electric,Manual,171439,1971,good,??????, Fukuoka, Japan,Dealer
306,TFL3G1RM8U47S1591,Toyota,Highlander,2007,LX,Coupe,Petrol,Automatic,260000,1231,like new,Pereira, AM, Brazil,Private Party
307,D17EX9109JUSJ7749,Maruti,Ertiga,2020,LE,Hatchback,Petrol,Automatic,96899,5452,excellent,Dindigul, TN, India,Dealer
308,7U7P27HF9F2284058,Mercedes-Benz,C-Class,2020,,Coupe,Petrol,Manual,60293,20773,excellent,Gräfenhainichen, RP, Germany,Dealer
309,VVKCE1VW8TKRE4559,Kia,Sonet,2014,LT,Crossover,Diesel,CVT,152985,3148,good,RamosVille, GES, France,Dealer
310,LXJ0BV7D5678L9591,Skoda,Octavia,2014,Premium,Crossover,Diesel,DCT,97025,2857,good,Martins Grande, MG, Brazil,Dealer
311,BEYNDYHZ6Y5GV4514,Kia,Seltos,2017,Trend,Hatchback,Hybrid,Automatic,128533,2035,good,Lake Veronica, NC, US,Private Party
312,WSEFXPR306R5E3050,Honda,CR-V,2013,,Van,CNG,Manual,172579,2329,excellent,Oberviechtach, TH, Germany,Private Party
313,MA09UY305PU9R8939,Honda,CR-V,2017,LTZ,Convertible,Petrol,DCT,97962,9317,like new,Hapur, MH, India,Private Party
314,HG8E9CJ97U0LG0671,Hyundai,Tucson,2016,Premium,SUV,Petrol,Manual,134094,3271,excellent,Lake Willieshire, AB, Canada,Private Party
315,URVYJ8PF6E0GL2497,Nissan,Altima,2010,Long Range,Van,Electric,CVT,298716,1252,salvage,Aligarh, KA, India,Dealer
316,G6X36T7B2JPF97063,Toyota,Corolla,2022,Touring,Crossover,Electric,Manual,31678,16052,fair,West Emily, ON, Canada,Dealer
317,EV22MMS56P8P73040,Hyundai,Tucson,2019,Premium,Van,Plug-in Hybrid,CVT,56397,12391,new,South Danny, SCT, UK,Dealer
318,YFZDG13X588EX1762,Tata,Harrier,2017,Touring,Hatchback,Petrol,Manual,127823,2834,like new,Hajipur, GJ, India,Private Party
319,BK33L9933W0TX4662,Chevrolet,Malibu,2015,Platinum,SUV,Petrol,Manual,94780,3802,good,Johannesburg, FS, South Africa,Dealer
320,7SPKBXX9786PL1773,Mercedes-Benz,GLC,2020,Limited,Coupe,Diesel,Automatic,121519,14273,good,???, Kanagawa, Japan,Dealer
321,5LDBT5WA0ETNL5230,Chevrolet,Malibu,2016,Base,Coupe,Diesel,Automatic,159483,2190,salvage,MauryBourg, PDL, France,Dealer
322,MTYAUDVB44YGS1100,Honda,Amaze,2015,LX,Van,Diesel,Automatic,121449,2710,good,Port Elizabeth, LP, South Africa,Dealer
323,DMKHMX122E6AX1072,Hyundai,Sonata,2014,XSE,Hatchback,Petrol,Automatic,138976,1166,fair,North Crystalville, NC, US,Private Party
324,1VFMXTLL05RZ53229,Toyota,Highlander,2024,Limited,Coupe,Electric,Automatic,10673,35921,like new,East Janet, ENG, UK,Dealer
325,3NAN6WBE4W5RR7586,Hyundai,Tucson,2015,,Hatchback,CNG,Automatic,166941,1349,fair,Jamieview, ENG, UK,Certified Pre-Owned
326,E5H7Y9XF6PLXD9025,Volkswagen,Taigun,2014,SE,Convertible,Hybrid,Automatic,104993,4100,excellent,West Deanna, ON, Canada,Dealer
327,P3257W87X12YE1398,Ford,Maverick,2024,LX,SUV,Petrol,AMT,15483,28146,good,Pretoria, NW, South Africa,Certified Pre-Owned
328,D8UAGAFA3V5646761,Kia,Sonet,2020,Long Range,SUV,Petrol,Automatic,43214,12409,good,Port Anthonymouth, CO, US,Dealer
329,VKF00J3640MVW2284,Maruti,Wagon R,2016,Base,Hatchback,Diesel,Manual,98748,1202,salvage,Barnesland, AB, Canada,Dealer
330,6RY87ZC16BXLL8264,Mahindra,Scorpio,2018,L,Sedan,Petrol,Automatic,98655,3399,good,North James, NC, US,Dealer
331,5AWCU02N2MNXC3969,Tata,Harrier,2014,EX,Hatchback,Plug-in Hybrid,Automatic,136338,1226,good,Almeida, AM, Brazil,Dealer
332,WP4A24UP84JHC3590,Mahindra,Scorpio,2017,LX,Pickup,Hybrid,CVT,93318,4808,good,West Clare, WLS, UK,Dealer
333,ZWJT83BY90YM99657,Audi,A4,2012,,Pickup,Electric,Manual,130116,5883,excellent,Nadiad, MH, India,Certified Pre-Owned
334,BT3BDLCF92CKX1475,Skoda,Octavia,2019,Limited,Sedan,Petrol,Automatic,80746,6460,excellent,Bloemfontein, EC, South Africa,Private Party
335,WVWVU3223BB4A2804,BMW,X3,2015,Trend,Coupe,Petrol,Automatic,237977,4275,excellent,??????, Tokyo, Japan,Dealer
336,29Y6AD091GC9T0697,Hyundai,i20,2025,,SUV,Electric,Manual,0,44412,good,Pretoria, FS, South Africa,Dealer
337,1SRFL74PX3FKF7964,Hyundai,Tucson,2018,SE,Hatchback,Electric,Manual,63968,5738,good,???, Osaka, Japan,Dealer
338,5ZXY446N64GM74532,Hyundai,Tucson,2013,XLE,Coupe,Petrol,Manual,96716,2985,excellent,Hudsonport, ENG, UK,Dealer
339,DW66D10864NSP5616,Audi,Q5,2017,Base,Coupe,Electric,Automatic,154173,7561,good,Lübz, MV, Germany,Dealer
340,3U57MWSX5T1AN1675,Volkswagen,Tiguan,2023,LX,Van,Petrol,Manual,16883,21262,good,Simonstad, SCT, UK,Certified Pre-Owned
341,6BUTM9BE5ZTRC7758,Tesla,Model 3,2008,LE,Sedan,Petrol,Automatic,133201,1222,good,East Jeffreytown, NIR, UK,Dealer
342,KV119M9J024CB7035,Tesla,Model 3,2012,Limited,Sedan,Electric,Automatic,211348,2193,excellent,Parbhani, HR, India,Private Party
343,L4WAPHCB56XNW5886,Kia,Sorento,2008,Sport,Pickup,CNG,Manual,218760,1249,good,Lemgo, SH, Germany,Dealer
344,DR4D4EL61MH4L8777,Chevrolet,Trax,2018,Premium,SUV,Hybrid,Manual,139392,6533,good,Mace, OCC, France,Dealer
345,TPTD4A7T5T0NN8950,Honda,Civic,2020,LE,Pickup,Diesel,Automatic,37589,15739,good,Amystad, WA, Australia,Private Party
346,25VG93JR7ZJ6U1376,Ford,F-150,2017,Trend,Crossover,CNG,Automatic,59182,4988,fair,Lake Kellyton, QLD, Australia,Certified Pre-Owned
347,GG8W3B686WJBA6861,Tesla,Model Y,2010,Sport,SUV,Petrol,Automatic,178731,1368,salvage,Eutin, HB, Germany,Certified Pre-Owned
348,6J94K8WV5V8BS8508,Hyundai,i20,2018,Performance,Coupe,Diesel,CVT,51293,8276,good,Tracyport, NIR, UK,Private Party
349,XW2LWY1R0G47J1481,Honda,Accord,2017,LTZ,Van,Petrol,Automatic,67394,6426,excellent,Allenburgh, ON, Canada,Private Party
350,VCCP81VL2XPG88875,Skoda,Octavia,2019,Limited,Hatchback,Electric,Automatic,73258,8489,like new,?????, Aichi, Japan,Certified Pre-Owned
351,MR7URASD46XTX7575,Audi,A6,2018,,SUV,Petrol,Automatic,134037,15580,new,Steinfurt, SH, Germany,Dealer
352,YPAJSEYNX0KM53381,Maruti,Ertiga,2019,LT,Crossover,Petrol,Automatic,82844,4861,good,da Conceição de Azevedo, PA, Brazil,Dealer
353,C2A8RSEX06YEC3954,Nissan,Sentra,2015,XLE,Van,Hybrid,Automatic,133728,2225,good,Dixonmouth, FL, US,Private Party
354,M6E4ZBDE9EF8G8185,Hyundai,Tucson,2025,Performance,Coupe,Petrol,Manual,0,33510,excellent,Lake Amberberg, FL, US,Private Party
355,NLHVEEAD0JT529980,Tata,Punch,2021,Performance,Coupe,Diesel,Automatic,66038,9769,like new,Jacksonmouth, SA, Australia,Dealer
356,R2VJD1Y76AVK92199,Tesla,Model Y,2013,Limited,Van,Diesel,Automatic,126563,1588,salvage,Port Billyburgh, ENG, UK,Dealer
357,61ERWZMG4UPTC9397,Hyundai,i20,2018,,Hatchback,Electric,CVT,90958,5865,excellent,Tadepalligudem, WB, India,Private Party
358,APVD7GW48W3HW1747,Mahindra,Scorpio,2025,Base,SUV,Petrol,Automatic,0,25414,good,Crossland, WA, Australia,Private Party
359,2WYSX59N0J2150097,Maruti,Dzire,2019,Long Range,Hatchback,Petrol,CVT,97672,3284,excellent,da Mata, RJ, Brazil,Dealer
360,D3LPY7T07PMDU2209,Mahindra,Bolero,2022,L,Hatchback,CNG,Manual,24753,6207,fair,Pretoria, EC, South Africa,Dealer
361,TY55ALM65T0MC9622,Chevrolet,Equinox,2013,LE,Convertible,CNG,Automatic,259821,2128,good,Jacquetboeuf, PDL, France,Dealer
362,FJ12KU5E0BYA26940,Volkswagen,Tiguan,2018,LT,Convertible,Petrol,Automatic,76303,9702,excellent,Cape Town, NC, South Africa,Private Party
363,MBDTYPU712PYT1146,Toyota,Innova,2017,EX,Pickup,Petrol,Automatic,73193,8863,excellent,Leão Grande, AM, Brazil,Private Party
364,5N8UYL321UDS23250,Nissan,Magnite,2016,LX,MPV,Petrol,Automatic,150804,2418,good,Claytonstad, ACT, Australia,Dealer
365,FP7X6FFV678AJ3984,Tesla,Model Y,2023,LE,Van,Hybrid,CVT,25503,35821,excellent,Bautzen, RP, Germany,Private Party
366,V4AW4PY07HX6J9265,Ford,Escape,2020,,Crossover,Electric,Manual,58124,12394,good,Cirino de Marques, BA, Brazil,Dealer
367,MHC4YR3998A340988,Mahindra,Scorpio,2013,LX,Van,Electric,Manual,137210,1465,new,East London, MP, South Africa,Dealer
368,DCPX5S458B4EV8385,Mercedes-Benz,C-Class,2020,Touring,SUV,Diesel,CVT,36032,22681,good,Cape Town, WC, South Africa,Private Party
369,YWZVWS3P19AS25652,Toyota,Highlander,2014,Performance,Pickup,Diesel,AMT,266918,2991,excellent,Lemaire, PDL, France,Dealer
